id,order,family,subfamily,genus,species,genome,host,sequence_name,submission_date
1372,Mononegavirales,Paramyxoviridae,,Rubulavirus,Menangle rubulavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-05-06
1373,Mononegavirales,Paramyxoviridae,,Rubulavirus,Mumps rubulavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-05-07
1374,Mononegavirales,Paramyxoviridae,,Rubulavirus,Porcine rubulavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-05-08
1375,Mononegavirales,Paramyxoviridae,,Rubulavirus,Simian rubulavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-05-09
1376,Mononegavirales,Paramyxoviridae,,Rubulavirus,Sosuga rubulavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-05-10
1377,Mononegavirales,Paramyxoviridae,,Rubulavirus,Teviot rubulavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-05-11
1378,Mononegavirales,Paramyxoviridae,,Rubulavirus,Tioman rubulavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-05-12
1379,Mononegavirales,Paramyxoviridae,,Rubulavirus,Tuhoko rubulavirus 1,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-05-13
1380,Mononegavirales,Paramyxoviridae,,Rubulavirus,Tuhoko rubulavirus 2,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-05-14
1381,Mononegavirales,Paramyxoviridae,,Rubulavirus,Tuhoko rubulavirus 3,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-05-15
1382,Mononegavirales,Pneumoviridae,,Metapneumovirus,Avian metapneumovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-05-16
1383,Mononegavirales,Pneumoviridae,,Metapneumovirus,Human metapneumovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-05-17
1384,Mononegavirales,Pneumoviridae,,Orthopneumovirus,Bovine orthopneumovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-05-18
1385,Mononegavirales,Pneumoviridae,,Orthopneumovirus,Human orthopneumovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-05-19
1386,Mononegavirales,Pneumoviridae,,Orthopneumovirus,Murine orthopneumovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-05-20
1387,Mononegavirales,Rhabdoviridae,,Almendravirus,Arboretum almendravirus,ssRNA(-),Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-05-21
1388,Mononegavirales,Rhabdoviridae,,Almendravirus,Balsa almendravirus,ssRNA(-),Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-05-22
1389,Mononegavirales,Rhabdoviridae,,Almendravirus,Coot Bay almendravirus,ssRNA(-),Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-05-23
1390,Mononegavirales,Rhabdoviridae,,Almendravirus,Puerto Almendras almendravirus,ssRNA(-),Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-05-24
1391,Mononegavirales,Rhabdoviridae,,Almendravirus,Rio Chico almendravirus,ssRNA(-),Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-05-25
1392,Mononegavirales,Rhabdoviridae,,Curiovirus,Curionopolis curiovirus,ssRNA(-),Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-05-26
1393,Mononegavirales,Rhabdoviridae,,Curiovirus,Iriri curiovirus,ssRNA(-),Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-05-27
1394,Mononegavirales,Rhabdoviridae,,Curiovirus,Itacaiunas curiovirus,ssRNA(-),Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-05-28
1395,Mononegavirales,Rhabdoviridae,,Curiovirus,Rochambeau curiovirus,ssRNA(-),Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-05-29
1396,Mononegavirales,Rhabdoviridae,,Cytorhabdovirus,Alfalfa dwarf cytorhabdovirus,ssRNA(-),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",1996-05-30
1397,Mononegavirales,Rhabdoviridae,,Cytorhabdovirus,Barley yellow striate mosaic cytorhabdovirus,ssRNA(-),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",1996-05-31
1398,Mononegavirales,Rhabdoviridae,,Cytorhabdovirus,Broccoli necrotic yellows cytorhabdovirus,ssRNA(-),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",1996-06-01
1399,Mononegavirales,Rhabdoviridae,,Cytorhabdovirus,Colocasia bobone disease-associated cytorhabdovirus,ssRNA(-),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",1996-06-02
1400,Mononegavirales,Rhabdoviridae,,Cytorhabdovirus,Festuca leaf streak cytorhabdovirus,ssRNA(-),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",1996-06-03
1401,Mononegavirales,Rhabdoviridae,,Cytorhabdovirus,Lettuce necrotic yellows cytorhabdovirus,ssRNA(-),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",1996-06-04
1402,Mononegavirales,Rhabdoviridae,,Cytorhabdovirus,Lettuce yellow mottle cytorhabdovirus,ssRNA(-),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",1996-06-05
1403,Mononegavirales,Rhabdoviridae,,Cytorhabdovirus,Northern cereal mosaic cytorhabdovirus,ssRNA(-),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",1996-06-06
1404,Mononegavirales,Rhabdoviridae,,Cytorhabdovirus,Sonchus cytorhabdovirus 1,ssRNA(-),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",1996-06-07
1405,Mononegavirales,Rhabdoviridae,,Cytorhabdovirus,Strawberry crinkle cytorhabdovirus,ssRNA(-),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",1996-06-08
1406,Mononegavirales,Rhabdoviridae,,Cytorhabdovirus,Wheat American striate mosaic cytorhabdovirus,ssRNA(-),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",1996-06-09
1407,Mononegavirales,Rhabdoviridae,,Dichorhavirus,Coffee ringspot dichorhavirus,ssRNA(-),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",1996-06-10
1408,Mononegavirales,Rhabdoviridae,,Dichorhavirus,Orchid fleck dichorhavirus,ssRNA(-),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",1996-06-11
1409,Mononegavirales,Rhabdoviridae,,Ephemerovirus,Adelaide River ephemerovirus,ssRNA(-),Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-06-12
1410,Mononegavirales,Rhabdoviridae,,Ephemerovirus,Berrimah ephemerovirus,ssRNA(-),Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-06-13
1411,Mononegavirales,Rhabdoviridae,,Ephemerovirus,Bovine fever ephemerovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-06-14
1412,Mononegavirales,Rhabdoviridae,,Ephemerovirus,Kimberley ephemerovirus,ssRNA(-),Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-06-15
1413,Mononegavirales,Rhabdoviridae,,Ephemerovirus,Koolpinyah ephemerovirus,ssRNA(-),Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-06-16
1414,Mononegavirales,Rhabdoviridae,,Ephemerovirus,Kotonkan ephemerovirus,ssRNA(-),Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-06-17
1415,Mononegavirales,Rhabdoviridae,,Ephemerovirus,Obodhiang ephemerovirus,ssRNA(-),Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-06-18
1416,Mononegavirales,Rhabdoviridae,,Ephemerovirus,Yata ephemerovirus,ssRNA(-),Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-06-19
1417,Mononegavirales,Rhabdoviridae,,Hapavirus,Flanders hapavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-06-20
1418,Mononegavirales,Rhabdoviridae,,Hapavirus,Gray Lodge hapavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-06-21
1419,Mononegavirales,Rhabdoviridae,,Hapavirus,Hart Park hapavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-06-22
1420,Mononegavirales,Rhabdoviridae,,Hapavirus,Joinjakaka hapavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-06-23
1421,Mononegavirales,Rhabdoviridae,,Hapavirus,Kamese hapavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-06-24
1422,Mononegavirales,Rhabdoviridae,,Hapavirus,La Joya hapavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-06-25
1423,Mononegavirales,Rhabdoviridae,,Hapavirus,Landjia hapavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-06-26
1424,Mononegavirales,Rhabdoviridae,,Hapavirus,Manitoba hapavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-06-27
1425,Mononegavirales,Rhabdoviridae,,Hapavirus,Marco hapavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-06-28
1426,Mononegavirales,Rhabdoviridae,,Hapavirus,Mosqueiro hapavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-06-29
1427,Mononegavirales,Rhabdoviridae,,Hapavirus,Mossuril hapavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-06-30
1428,Mononegavirales,Rhabdoviridae,,Hapavirus,Ngaingan hapavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-07-01
1429,Mononegavirales,Rhabdoviridae,,Hapavirus,Ord River hapavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-07-02
1430,Mononegavirales,Rhabdoviridae,,Hapavirus,Parry Creek hapavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-07-03
1431,Mononegavirales,Rhabdoviridae,,Hapavirus,Wongabel hapavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-07-04
1432,Mononegavirales,Rhabdoviridae,,Ledantevirus,Barur ledantevirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-07-05
1433,Mononegavirales,Rhabdoviridae,,Ledantevirus,Fikirini ledantevirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-07-06
1434,Mononegavirales,Rhabdoviridae,,Ledantevirus,Fukuoka ledantevirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-07-07
1435,Mononegavirales,Rhabdoviridae,,Ledantevirus,Kanyawara ledantevirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-07-08
1436,Mononegavirales,Rhabdoviridae,,Ledantevirus,Kern Canyon ledantevirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-07-09
1437,Mononegavirales,Rhabdoviridae,,Ledantevirus,Keuraliba ledantevirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-07-10
1438,Mononegavirales,Rhabdoviridae,,Ledantevirus,Kolente ledantevirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-07-11
1439,Mononegavirales,Rhabdoviridae,,Ledantevirus,Kumasi ledantevirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-07-12
1440,Mononegavirales,Rhabdoviridae,,Ledantevirus,Le Dantec ledantevirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-07-13
1441,Mononegavirales,Rhabdoviridae,,Ledantevirus,Mount Elgon bat ledantevirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-07-14
1442,Mononegavirales,Rhabdoviridae,,Ledantevirus,Nishimuro ledantevirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-07-15
1443,Mononegavirales,Rhabdoviridae,,Ledantevirus,Nkolbisson ledantevirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-07-16
1444,Mononegavirales,Rhabdoviridae,,Ledantevirus,Oita ledantevirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-07-17
1445,Mononegavirales,Rhabdoviridae,,Ledantevirus,Wuhan ledantevirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-07-18
1446,Mononegavirales,Rhabdoviridae,,Ledantevirus,Yongjia ledantevirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-07-19
1447,Mononegavirales,Rhabdoviridae,,Lyssavirus,Aravan lyssavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-07-20
1448,Mononegavirales,Rhabdoviridae,,Lyssavirus,Australian bat lyssavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-07-21
1449,Mononegavirales,Rhabdoviridae,,Lyssavirus,Bokeloh bat lyssavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-07-22
1450,Mononegavirales,Rhabdoviridae,,Lyssavirus,Duvenhage lyssavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-07-23
1451,Mononegavirales,Rhabdoviridae,,Lyssavirus,European bat 1 lyssavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-07-24
1452,Mononegavirales,Rhabdoviridae,,Lyssavirus,European bat 2 lyssavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-07-25
1453,Mononegavirales,Rhabdoviridae,,Lyssavirus,Gannoruwa bat lyssavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-07-26
1454,Mononegavirales,Rhabdoviridae,,Lyssavirus,Ikoma lyssavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-07-27
1455,Mononegavirales,Rhabdoviridae,,Lyssavirus,Irkut lyssavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-07-28
1456,Mononegavirales,Rhabdoviridae,,Lyssavirus,Khujand lyssavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-07-29
1457,Mononegavirales,Rhabdoviridae,,Lyssavirus,Lagos bat lyssavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-07-30
1458,Mononegavirales,Rhabdoviridae,,Lyssavirus,Lleida bat lyssavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-07-31
1459,Mononegavirales,Rhabdoviridae,,Lyssavirus,Mokola lyssavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-08-01
1460,Mononegavirales,Rhabdoviridae,,Lyssavirus,Rabies lyssavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-08-02
1461,Mononegavirales,Rhabdoviridae,,Lyssavirus,Shimoni bat lyssavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-08-03
1462,Mononegavirales,Rhabdoviridae,,Lyssavirus,West Caucasian bat lyssavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-08-04
1463,Mononegavirales,Rhabdoviridae,,Novirhabdovirus,Hirame novirhabdovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-08-05
1464,Mononegavirales,Rhabdoviridae,,Novirhabdovirus,Piscine novirhabdovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-08-06
1465,Mononegavirales,Rhabdoviridae,,Novirhabdovirus,Salmonid novirhabdovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-08-07
1466,Mononegavirales,Rhabdoviridae,,Novirhabdovirus,Snakehead novirhabdovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-08-08
1467,Mononegavirales,Rhabdoviridae,,Nucleorhabdovirus,Datura yellow vein nucleorhabdovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-08-09
1468,Mononegavirales,Rhabdoviridae,,Nucleorhabdovirus,Eggplant mottled dwarf nucleorhabdovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-08-10
1469,Mononegavirales,Rhabdoviridae,,Nucleorhabdovirus,Maize fine streak nucleorhabdovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-08-11
1470,Mononegavirales,Rhabdoviridae,,Nucleorhabdovirus,Maize Iranian mosaic nucleorhabdovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-08-12
1471,Mononegavirales,Rhabdoviridae,,Nucleorhabdovirus,Maize mosaic nucleorhabdovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-08-13
1472,Mononegavirales,Rhabdoviridae,,Nucleorhabdovirus,Potato yellow dwarf nucleorhabdovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-08-14
1473,Mononegavirales,Rhabdoviridae,,Nucleorhabdovirus,Rice yellow stunt nucleorhabdovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-08-15
1474,Mononegavirales,Rhabdoviridae,,Nucleorhabdovirus,Sonchus yellow net nucleorhabdovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-08-16
1475,Mononegavirales,Rhabdoviridae,,Nucleorhabdovirus,Sowthistle yellow vein nucleorhabdovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-08-17
1476,Mononegavirales,Rhabdoviridae,,Nucleorhabdovirus,Taro vein chlorosis nucleorhabdovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-08-18
1477,Mononegavirales,Rhabdoviridae,,Perhabdovirus,Anguillid perhabdovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-08-19
1478,Mononegavirales,Rhabdoviridae,,Perhabdovirus,Perch perhabdovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-08-20
1479,Mononegavirales,Rhabdoviridae,,Perhabdovirus,Sea trout perhabdovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-08-21
1480,Mononegavirales,Rhabdoviridae,,Sigmavirus,Drosophila affinis sigmavirus,ssRNA(-),Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-08-22
1481,Mononegavirales,Rhabdoviridae,,Sigmavirus,Drosophila ananassae sigmavirus,ssRNA(-),Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-08-23
1482,Mononegavirales,Rhabdoviridae,,Sigmavirus,Drosophila immigrans sigmavirus,ssRNA(-),Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-08-24
1483,Mononegavirales,Rhabdoviridae,,Sigmavirus,Drosophila melanogaster sigmavirus,ssRNA(-),Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-08-25
1484,Mononegavirales,Rhabdoviridae,,Sigmavirus,Drosophila obscura sigmavirus,ssRNA(-),Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-08-26
1485,Mononegavirales,Rhabdoviridae,,Sigmavirus,Drosophila tristis sigmavirus,ssRNA(-),Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-08-27
1486,Mononegavirales,Rhabdoviridae,,Sigmavirus,Muscina stabulans sigmavirus,ssRNA(-),Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-08-28
1487,Mononegavirales,Rhabdoviridae,,Sprivivirus,Carp sprivivirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-08-29
1488,Mononegavirales,Rhabdoviridae,,Sprivivirus,Pike fry sprivivirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-08-30
1489,Mononegavirales,Rhabdoviridae,,Sripuvirus,Almpiwar sripuvirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-08-31
1490,Mononegavirales,Rhabdoviridae,,Sripuvirus,Chaco sripuvirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-09-01
1491,Mononegavirales,Rhabdoviridae,,Sripuvirus,Niakha sripuvirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-09-02
1492,Mononegavirales,Rhabdoviridae,,Sripuvirus,Sena Madureira sripuvirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-09-03
1493,Mononegavirales,Rhabdoviridae,,Sripuvirus,Sripur sripuvirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-09-04
1494,Mononegavirales,Rhabdoviridae,,Tibrovirus,Bas-Congo tibrovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-09-05
1495,Mononegavirales,Rhabdoviridae,,Tibrovirus,Beatrice Hill tibrovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-09-06
1496,Mononegavirales,Rhabdoviridae,,Tibrovirus,Coastal Plains tibrovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-09-07
1497,Mononegavirales,Rhabdoviridae,,Tibrovirus,Ekpoma 1 tibrovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-09-08
1498,Mononegavirales,Rhabdoviridae,,Tibrovirus,Ekpoma 2 tibrovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-09-09
1499,Mononegavirales,Rhabdoviridae,,Tibrovirus,Sweetwater Branch tibrovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-09-10
1500,Mononegavirales,Rhabdoviridae,,Tibrovirus,Tibrogargan tibrovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-09-11
1501,Mononegavirales,Rhabdoviridae,,Tupavirus,Durham tupavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-09-12
1502,Mononegavirales,Rhabdoviridae,,Tupavirus,Klamath tupavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-09-13
1503,Mononegavirales,Rhabdoviridae,,Tupavirus,Tupaia tupavirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-09-14
1504,Mononegavirales,Rhabdoviridae,,Unassigned,Moussa virus,ssRNA(-),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",1996-09-15
1505,Mononegavirales,Rhabdoviridae,,Varicosavirus,Lettuce big-vein associated varicosavirus,ssRNA(-),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",1996-09-16
1506,Mononegavirales,Rhabdoviridae,,Vesiculovirus,Alagoas vesiculovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-09-17
1507,Mononegavirales,Rhabdoviridae,,Vesiculovirus,American bat vesiculovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-09-18
1508,Mononegavirales,Rhabdoviridae,,Vesiculovirus,Carajas vesiculovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-09-19
1509,Mononegavirales,Rhabdoviridae,,Vesiculovirus,Chandipura vesiculovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-09-20
1510,Mononegavirales,Rhabdoviridae,,Vesiculovirus,Cocal vesiculovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-09-21
1511,Mononegavirales,Rhabdoviridae,,Vesiculovirus,Indiana vesiculovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-09-22
1512,Mononegavirales,Rhabdoviridae,,Vesiculovirus,Isfahan vesiculovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-09-23
1513,Mononegavirales,Rhabdoviridae,,Vesiculovirus,Jurona vesiculovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-09-24
1514,Mononegavirales,Rhabdoviridae,,Vesiculovirus,Malpais Spring vesiculovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-09-25
1515,Mononegavirales,Rhabdoviridae,,Vesiculovirus,Maraba vesiculovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-09-26
1516,Mononegavirales,Rhabdoviridae,,Vesiculovirus,Morreton vesiculovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-09-27
1517,Mononegavirales,Rhabdoviridae,,Vesiculovirus,New Jersey vesiculovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-09-28
1518,Mononegavirales,Rhabdoviridae,,Vesiculovirus,Perinet vesiculovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-09-29
1519,Mononegavirales,Rhabdoviridae,,Vesiculovirus,Piry vesiculovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-09-30
1520,Mononegavirales,Rhabdoviridae,,Vesiculovirus,Radi vesiculovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-10-01
1521,Mononegavirales,Rhabdoviridae,,Vesiculovirus,Yug Bogdanovac vesiculovirus,ssRNA(-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-10-02
1522,Mononegavirales,Sunviridae,,Sunshinevirus,Reptile sunshinevirus 1,ssRNA(-),Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-10-03
1523,Mononegavirales,Unassigned,,Anphevirus,Xincheng anphevirus,ssRNA(-),Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-10-04
1524,Mononegavirales,Unassigned,,Arlivirus,Lishi arlivirus,ssRNA(-),Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-10-05
1525,Mononegavirales,Unassigned,,Chengtivirus,Tacheng chengtivirus,ssRNA(-),Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1996-10-06
